人工智能关键词,企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,来源平台,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
大模型应用,峰云数据,中级大模型可信治理工程师,南京,南京雨花台区,23,37,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、内容安全、合规、红队评测、可解释性、幻觉防控。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,大模型应用,企业官网,南京,南京软件谷,2025-08-10,2025-10-02,2025,2025,企业官网
大模型应用,启明信息,中级大模型可信治理工程师,广州,广州天河区,23,37,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、内容安全、合规、可解释性、幻觉防控、Python。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,4,社会招聘,大模型应用,拉勾网,广州,广州科学城,2025-05-05,2025-07-02,2025,2025,拉勾网
大模型应用,星河科技,中级大模型可信治理工程师,武汉,武汉洪山区,,37,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 合规、幻觉防控、红队评测、内容安全、可解释性、Python。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,实习,大模型应用,智联招聘,武汉,武汉光谷,2025-10-18,2025-11-19,2025,2025,智联招聘
大模型应用,智源研究院,高级大模型可信治理工程师,长沙,长沙岳麓区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、Python、RAG 证据绑定、内容安全、可解释性、红队评测。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,4,校园招聘,大模型应用,猎聘,长沙,长沙高新区,2025-12-03,2026-01-30,2025,2026,猎聘
大模型应用,伏羲智能,高级大模型可信治理工程师,武汉,武汉洪山区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 合规、幻觉防控、红队评测、可解释性、RAG 证据绑定、Python。熟悉 内容安全 者优先。典型场景为智能客服与企业流程自动化。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,实习,大模型应用,拉勾网,武汉,武汉光谷,2025-11-19,2025-12-28,2025,2025,拉勾网
大模型应用,睿思智能,大模型可信治理工程师,上海,上海浦东新区,21,34,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、幻觉防控、内容安全、可解释性、合规、Python。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,大模型应用,BOSS直聘,上海,上海张江,2025-10-09,2025-11-17,2025,2025,BOSS直聘
大模型应用,灵犀智能,大模型可信治理工程师,深圳,深圳南山区,21,34,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、合规、RAG 证据绑定、红队评测、幻觉防控、Python。熟悉 内容安全 者优先。典型场景为智能客服与企业流程自动化。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,校园招聘,大模型应用,BOSS直聘,深圳,深圳科技园,2025-06-02,2025-07-20,2025,2025,BOSS直聘
大模型应用,算力网络,高级大模型可信治理工程师,长沙,长沙岳麓区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、合规、内容安全、幻觉防控、Python。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,实习,大模型应用,高校就业网,长沙,长沙高新区,2025-02-09,2025-03-30,2025,2025,高校就业网
大模型应用,蜂巢智能,高级大模型可信治理工程师,北京,北京朝阳区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、合规、内容安全、幻觉防控、可解释性、Python。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,大模型应用,拉勾网,北京,北京望京,2025-09-17,2025-10-24,2025,2025,拉勾网
大模型应用,启明信息,高级大模型可信治理工程师,北京,北京朝阳区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、合规、Python、RAG 证据绑定、幻觉防控、红队评测。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,大模型应用,BOSS直聘,北京,北京望京,2025-03-03,2025-04-20,2025,2025,BOSS直聘
大模型应用,认知智能,大模型可信治理工程师,北京,北京海淀区,21,34,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、Python、幻觉防控、内容安全、RAG 证据绑定、可解释性。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,大模型应用,智联招聘,北京,北京中关村,2025-02-25,2025-04-18,2025,2025,智联招聘
大模型应用,矩阵智能,大模型可信治理工程师,重庆,重庆渝北区,21,34,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、Python、RAG 证据绑定、红队评测、幻觉防控、内容安全。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,实习,大模型应用,猎聘,重庆,重庆两江新区,2025-11-04,2025-12-29,2025,2025,猎聘
大模型应用,云启智能,高级大模型可信治理工程师,重庆,重庆渝北区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、Python、内容安全、RAG 证据绑定、幻觉防控、合规。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,大模型应用,智联招聘,重庆,重庆两江新区,2025-07-10,2025-08-11,2025,2025,智联招聘
大模型应用,慧联科技,高级大模型可信治理工程师,成都,成都高新区,26,40,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、合规、RAG 证据绑定、Python、可解释性、内容安全。熟悉 幻觉防控 者优先。典型场景为智能客服与企业流程自动化。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,社会招聘,大模型应用,BOSS直聘,成都,成都天府软件园,2025-03-01,2025-04-04,2025,2025,BOSS直聘
大模型应用,伏羲智能,高级大模型可信治理工程师,武汉,武汉洪山区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、合规、幻觉防控、可解释性、内容安全。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,实习,大模型应用,BOSS直聘,武汉,武汉光谷,2026-08-03,2026-09-06,2026,2026,BOSS直聘
大模型应用,矩阵智能,中级大模型可信治理工程师,南京,南京雨花台区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、幻觉防控、合规、可解释性、Python。熟悉 内容安全 者优先。典型场景为智能客服与企业流程自动化。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,大模型应用,BOSS直聘,南京,南京软件谷,2026-03-27,2026-05-03,2026,2026,BOSS直聘
大模型应用,算力网络,大模型可信治理工程师,杭州,杭州西湖区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、合规、内容安全、可解释性、Python、红队评测。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,4,社会招聘,大模型应用,前程无忧,杭州,杭州未来科技城,2026-08-03,2026-09-30,2026,2026,前程无忧
大模型应用,数海信息,大模型可信治理工程师,广州,广州天河区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、红队评测、内容安全、合规、可解释性、Python。熟悉 幻觉防控 者优先。典型场景为智能客服与企业流程自动化。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,社会招聘,大模型应用,高校就业网,广州,广州科学城,2026-10-15,2026-11-30,2026,2026,高校就业网
大模型应用,磐石软件,大模型可信治理工程师,长沙,长沙岳麓区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、Python、合规、内容安全、幻觉防控、红队评测。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,社会招聘,大模型应用,高校就业网,长沙,长沙高新区,2026-07-03,2026-08-07,2026,2026,高校就业网
大模型应用,华云数据,大模型可信治理工程师,武汉,武汉洪山区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 合规、幻觉防控、内容安全、可解释性、RAG 证据绑定、Python。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,校园招聘,大模型应用,高校就业网,武汉,武汉光谷,2026-12-20,2027-01-26,2026,2027,高校就业网
大模型应用,数海信息,大模型可信治理工程师,苏州,苏州工业园区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、红队评测、可解释性、内容安全、Python、合规。熟悉 幻觉防控 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,大模型应用,猎聘,苏州,苏州独墅湖,2026-01-12,2026-02-24,2026,2026,猎聘
大模型应用,亿智信息,高级大模型可信治理工程师,苏州,苏州工业园区,27,41,负责企业级后端服务与核心业务系统的设计、开发与优化，参与高并发网关、交易链路与数据一致性治理。要求掌握 Java、Spring MVC、MyBatis、MySQL、Redis、Tomcat， 。典型场景为高并发交易与业务中台。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,校园招聘,大模型应用,高校就业网,苏州,苏州独墅湖,2026-03-19,2026-05-10,2026,2026,高校就业网
大模型应用,边缘智能,高级大模型可信治理工程师,合肥,合肥蜀山区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、合规、可解释性、内容安全、Python、幻觉防控。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,校园招聘,大模型应用,拉勾网,合肥,合肥高新区,2026-11-04,2026-12-23,2026,2026,拉勾网
大模型应用,天枢科技,大模型可信治理工程师,重庆,重庆渝北区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、可解释性、红队评测、合规、内容安全、Python。熟悉 幻觉防控 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,大模型应用,高校就业网,重庆,重庆两江新区,2026-02-20,2026-04-05,2026,2026,高校就业网
大模型应用,量子智能,高级大模型可信治理工程师,杭州,杭州西湖区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、幻觉防控、Python、RAG 证据绑定、合规、红队评测。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,实习,大模型应用,猎聘,杭州,杭州未来科技城,2026-04-03,2026-05-16,2026,2026,猎聘
大模型应用,磐石软件,中级大模型可信治理工程师,合肥,合肥蜀山区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 合规、RAG 证据绑定、红队评测、内容安全、幻觉防控、可解释性。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,社会招聘,大模型应用,前程无忧,合肥,合肥高新区,2026-11-20,2026-12-21,2026,2026,前程无忧
大模型应用,视界科技,高级大模型可信治理工程师,杭州,杭州西湖区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、合规、内容安全、红队评测、RAG 证据绑定、幻觉防控。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,校园招聘,大模型应用,智联招聘,杭州,杭州未来科技城,2026-04-24,2026-05-31,2026,2026,智联招聘
大模型应用,拓扑智能,中级大模型可信治理工程师,西安,西安雁塔区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、可解释性、合规、内容安全、红队评测、幻觉防控。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,实习,大模型应用,猎聘,西安,西安高新区,2026-09-12,2026-10-13,2026,2026,猎聘
大模型应用,蓝鲸软件,大模型可信治理工程师,南京,南京雨花台区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 合规、RAG 证据绑定、红队评测、Python、内容安全、幻觉防控。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,实习,大模型应用,智联招聘,南京,南京软件谷,2026-02-08,2026-04-06,2026,2026,智联招聘
大模型应用,拓扑智能,大模型可信治理工程师,深圳,深圳福田区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、可解释性、内容安全、Python、红队评测、RAG 证据绑定。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,实习,大模型应用,BOSS直聘,深圳,深圳华强北,2026-06-28,2026-07-28,2026,2026,BOSS直聘
大模型应用,磐石软件,大模型可信治理工程师,西安,西安雁塔区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、Python、合规、内容安全、幻觉防控。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,校园招聘,大模型应用,前程无忧,西安,西安高新区,2026-10-03,2026-11-19,2026,2026,前程无忧
大模型应用,经纬智能,高级大模型可信治理工程师,北京,北京海淀区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、可解释性、内容安全、合规、RAG 证据绑定、幻觉防控。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,社会招聘,大模型应用,拉勾网,北京,北京中关村,2026-06-10,2026-07-29,2026,2026,拉勾网
大模型应用,蜂巢智能,高级大模型可信治理工程师,厦门,厦门思明区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、可解释性、RAG 证据绑定、红队评测、合规、Python。熟悉 内容安全 者优先。典型场景为智能客服与企业流程自动化。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,实习,大模型应用,智联招聘,厦门,厦门软件园,2026-05-25,2026-07-01,2026,2026,智联招聘
大模型应用,拓扑智能,大模型可信治理工程师,长沙,长沙岳麓区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、RAG 证据绑定、红队评测、可解释性、内容安全、幻觉防控。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,大模型应用,拉勾网,长沙,长沙高新区,2026-06-24,2026-08-18,2026,2026,拉勾网
大模型应用,边缘智能,大模型可信治理工程师,南京,南京雨花台区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、可解释性、Python、幻觉防控、红队评测、合规。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,大模型应用,企业官网,南京,南京软件谷,2026-03-08,2026-04-08,2026,2026,企业官网
大模型应用,启明信息,大模型可信治理工程师,合肥,合肥蜀山区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、可解释性、内容安全、幻觉防控、合规、红队评测。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,实习,大模型应用,猎聘,合肥,合肥高新区,2026-03-01,2026-04-04,2026,2026,猎聘
大模型应用,智联未来,中级大模型可信治理工程师,杭州,杭州西湖区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、幻觉防控、合规、内容安全、红队评测、RAG 证据绑定。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,社会招聘,大模型应用,BOSS直聘,杭州,杭州未来科技城,2026-09-11,2026-11-02,2026,2026,BOSS直聘
大模型应用,视界科技,大模型可信治理工程师,成都,成都高新区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、RAG 证据绑定、红队评测、可解释性、Python、内容安全。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,大模型应用,智联招聘,成都,成都天府软件园,2026-04-05,2026-05-11,2026,2026,智联招聘
大模型应用,数海信息,高级大模型可信治理工程师,北京,北京海淀区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、RAG 证据绑定、合规、幻觉防控、红队评测、Python。熟悉 内容安全 者优先。典型场景为智能客服与企业流程自动化。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,大模型应用,BOSS直聘,北京,北京中关村,2026-04-18,2026-06-15,2026,2026,BOSS直聘
大模型应用,伏羲智能,大模型可信治理工程师,合肥,合肥蜀山区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、内容安全、RAG 证据绑定、可解释性、红队评测、Python。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,实习,大模型应用,拉勾网,合肥,合肥高新区,2026-12-17,2027-02-06,2026,2027,拉勾网
大模型应用,伏羲智能,中级大模型可信治理工程师,合肥,合肥蜀山区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、合规、可解释性、Python、红队评测、幻觉防控。熟悉 RAG 证据绑定 者优先。典型场景为智能客服与企业流程自动化。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,实习,大模型应用,拉勾网,合肥,合肥高新区,2026-06-04,2026-07-07,2026,2026,拉勾网
大模型应用,启明信息,大模型可信治理工程师,上海,上海浦东新区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 可解释性、内容安全、红队评测、幻觉防控、RAG 证据绑定、Python。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,大模型应用,企业官网,上海,上海张江,2026-05-12,2026-07-07,2026,2026,企业官网
大模型应用,灵犀智能,高级大模型可信治理工程师,北京,北京海淀区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、幻觉防控、内容安全、可解释性、合规、Python。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,大模型应用,前程无忧,北京,北京中关村,2026-11-21,2027-01-06,2026,2027,前程无忧
大模型应用,智臻信息,大模型可信治理工程师,合肥,合肥蜀山区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、Python、幻觉防控、内容安全、合规。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,实习,大模型应用,BOSS直聘,合肥,合肥高新区,2026-06-26,2026-07-26,2026,2026,BOSS直聘
大模型应用,启明信息,大模型可信治理工程师,广州,广州天河区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 幻觉防控、Python、合规、可解释性、RAG 证据绑定、内容安全。熟悉 红队评测 者优先。典型场景为智能客服与企业流程自动化。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,校园招聘,大模型应用,BOSS直聘,广州,广州科学城,2026-01-02,2026-02-02,2026,2026,BOSS直聘
大模型应用,亿智信息,大模型可信治理工程师,北京,北京朝阳区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、RAG 证据绑定、内容安全、幻觉防控、合规、可解释性。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,社会招聘,大模型应用,拉勾网,北京,北京望京,2026-04-04,2026-05-23,2026,2026,拉勾网
大模型应用,伏羲智能,中级大模型可信治理工程师,上海,上海徐汇区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 红队评测、内容安全、RAG 证据绑定、合规、可解释性、幻觉防控。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,校园招聘,大模型应用,前程无忧,上海,上海漕河泾,2026-11-22,2026-12-31,2026,2026,前程无忧
大模型应用,极光数据,中级大模型可信治理工程师,杭州,杭州余杭区,24,38,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、RAG 证据绑定、Python、红队评测、可解释性、幻觉防控。熟悉 合规 者优先。典型场景为智能客服与企业流程自动化。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,实习,大模型应用,智联招聘,杭州,杭州梦想小镇,2026-04-16,2026-06-12,2026,2026,智联招聘
大模型应用,极光数据,大模型可信治理工程师,广州,广州天河区,22,35,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 内容安全、幻觉防控、RAG 证据绑定、可解释性、红队评测、合规。熟悉 Python 者优先。典型场景为智能客服与企业流程自动化。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,4,社会招聘,大模型应用,猎聘,广州,广州科学城,2026-03-24,2026-05-07,2026,2026,猎聘
大模型应用,光年科技,高级大模型可信治理工程师,重庆,重庆渝北区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 RAG 证据绑定、合规、红队评测、内容安全、可解释性、Python。熟悉 幻觉防控 者优先。典型场景为智能客服与企业流程自动化。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,大模型应用,前程无忧,重庆,重庆两江新区,2026-09-20,2026-11-08,2026,2026,前程无忧
大模型应用,拓扑智能,高级大模型可信治理工程师,苏州,苏州工业园区,27,41,负责大模型内容安全、幻觉防控、合规与可解释性治理。要求掌握 Python、红队评测、RAG 证据绑定、合规、幻觉防控、内容安全。熟悉 可解释性 者优先。典型场景为智能客服与企业流程自动化。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,社会招聘,大模型应用,高校就业网,苏州,苏州独墅湖,2026-02-22,2026-04-23,2026,2026,高校就业网
